rank,priority_tier,lead_score,conversion_probability,address,city,zip_code,lat,lon,hail_size,roof_age,property_value,square_footage,social_trigger,social_pressure_score,nearby_permits_6mo,agent4_recommendation,agent5_recommendation,trigger_description,sii_score,risk_score,primary_persona,property_id,storm_id
3750,B,81.0,0.06160000000000001,4145 Main St,Dallas,75228.0,32.737234675974975,-96.86666770561877,1.8,63,240524,3763,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,91.18602171200254,72.19397736876856,Deal_Hunter,prop_03145,STORM_DFW_20260122
3751,B,81.0,0.06160000000000001,5003 Main St,Dallas,75237.0,32.67286997140813,-96.8338244042853,1.8,61,244017,1841,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,90.241169664757,84.42544488692646,Status_Conscious,prop_04003,STORM_DFW_20260122
3752,B,81.0,0.06160000000000001,3020 Main St,Dallas,75220.0,32.91571833026406,-96.70746394848464,1.8,46,225159,1862,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,97.09249767490158,78.34089149548952,Deal_Hunter,prop_02020,STORM_DFW_20260122
3753,B,81.0,0.06160000000000001,3023 Main St,Dallas,75253.0,32.642377363785805,-96.83698342742186,1.8,56,267710,1465,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,105.1962077237832,79.27498233720333,Status_Conscious,prop_02023,STORM_DFW_20260122
3754,B,81.0,0.06160000000000001,3098 Main St,Dallas,75202.0,32.86607424788477,-96.72963262725236,1.8,67,211829,2254,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,67.25199433219487,63.08255677188146,Deal_Hunter,prop_02098,STORM_DFW_20260122
3755,B,81.0,0.06160000000000001,4532 Main St,Dallas,75207.0,32.724576175412345,-96.94676314667203,1.8,57,230762,3749,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,90.41134556274764,87.56603455970625,Family_Protector,prop_03532,STORM_DFW_20260122
3756,B,81.0,0.06160000000000001,2822 Main St,Dallas,75237.0,32.81120389041166,-96.6901539134016,1.8,46,211322,1303,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,72.20878375821037,65.2228995767565,Status_Conscious,prop_01822,STORM_DFW_20260122
3757,B,81.0,0.06160000000000001,1667 Main St,Dallas,75214.0,32.67490441197786,-96.9024479655069,1.8,63,257984,1661,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,102.34990874508576,81.83254926444887,Deal_Hunter,prop_00667,STORM_DFW_20260122
3758,B,81.0,0.06160000000000001,2270 Main St,Dallas,75202.0,32.83519456583796,-96.7408296969618,1.8,52,246585,2620,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,90.24417173166952,85.60614727420914,Family_Protector,prop_01270,STORM_DFW_20260122
3759,B,81.0,0.06160000000000001,1070 Main St,Dallas,75248.0,32.858373430788994,-96.75237038415219,1.8,56,262485,2412,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,99.1115451272039,89.53058196208985,Status_Conscious,prop_00070,STORM_DFW_20260122
3760,B,81.0,0.06160000000000001,2249 Main St,Dallas,75202.0,32.81169509435622,-96.9093069522763,1.8,72,245016,1789,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,97.0181443878868,73.26594243643879,Deal_Hunter,prop_01249,STORM_DFW_20260122
3761,B,81.0,0.06160000000000001,2915 Main St,Dallas,75207.0,32.84332128146082,-96.73628038367582,1.8,31,228575,2685,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,68.80204014228009,55.93078835342896,Proof_Seeker,prop_01915,STORM_DFW_20260122
3762,B,81.0,0.06160000000000001,4751 Main St,Dallas,75220.0,32.899452579216074,-96.92802119845379,1.8,55,263819,1789,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,94.50935428520155,87.47621452044038,Family_Protector,prop_03751,STORM_DFW_20260122
3763,B,81.0,0.06160000000000001,4757 Main St,Dallas,75231.0,32.72933228625908,-96.69752782222686,1.8,72,274767,3174,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,99.96148996433534,77.34116438490945,Status_Conscious,prop_03757,STORM_DFW_20260122
3764,B,81.0,0.06160000000000001,1532 Main St,Dallas,75227.0,32.92569105112217,-96.72979124336813,1.8,55,252928,1716,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,87.03442270890348,84.72491252817782,Proof_Seeker,prop_00532,STORM_DFW_20260122
3765,B,81.0,0.06160000000000001,2993 Main St,Dallas,75212.0,32.6673062246833,-96.66575564828027,1.8,59,295658,1167,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,95.3970964979872,83.9576703069283,Status_Conscious,prop_01993,STORM_DFW_20260122
3766,B,81.0,0.06160000000000001,2981 Main St,Dallas,75224.0,32.867492992938715,-96.88396466721794,1.8,44,280118,1471,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,73.97277933685996,62.45361621542999,Family_Protector,prop_01981,STORM_DFW_20260122
3767,B,81.0,0.06160000000000001,2984 Main St,Dallas,75254.0,32.66674399172478,-96.94040545555711,1.8,64,225013,2612,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,92.86445125659192,89.48701021226063,Deal_Hunter,prop_01984,STORM_DFW_20260122
3768,B,81.0,0.06160000000000001,2954 Main St,Dallas,75223.0,32.926204253417886,-96.89079596260196,1.8,54,242096,1898,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,93.63125065607484,98.96599110762384,Status_Conscious,prop_01954,STORM_DFW_20260122
3769,B,81.0,0.06160000000000001,2957 Main St,Dallas,75238.0,32.75307441598822,-96.73000090880181,1.8,68,295768,2138,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,100.13556398729015,79.7384705163838,Family_Protector,prop_01957,STORM_DFW_20260122
3770,B,81.0,0.06160000000000001,2963 Main St,Dallas,75254.0,32.74184988557991,-96.83530787042808,1.8,66,251911,1931,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,95.35894184578235,85.61322849893338,Family_Protector,prop_01963,STORM_DFW_20260122
3771,B,81.0,0.06160000000000001,4736 Main St,Dallas,75254.0,32.8252740897911,-96.79407287992973,1.8,65,252783,1807,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,90.1579967035803,79.46061135298307,Status_Conscious,prop_03736,STORM_DFW_20260122
3772,B,81.0,0.06160000000000001,2231 Main St,Dallas,75243.0,32.695686381767324,-96.92042649810901,1.8,66,237091,1630,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,91.83212500869384,77.57783223356061,Proof_Seeker,prop_01231,STORM_DFW_20260122
3773,B,81.0,0.06160000000000001,2237 Main St,Dallas,75214.0,32.76866297200746,-96.69451339773717,1.8,38,220920,4235,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,70.05090776007827,59.21258429264363,Family_Protector,prop_01237,STORM_DFW_20260122
3774,B,81.0,0.06160000000000001,4079 Main St,Dallas,75206.0,32.910120877634924,-96.76519585041918,1.8,59,237914,3848,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,96.35592459562405,76.06291568555238,Family_Protector,prop_03079,STORM_DFW_20260122
3775,B,81.0,0.06160000000000001,4085 Main St,Dallas,75229.0,32.83073356563409,-96.79577897607547,1.8,37,206030,3708,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,73.12253881524985,72.25583776959542,Deal_Hunter,prop_03085,STORM_DFW_20260122
3776,B,81.0,0.06160000000000001,4064 Main St,Dallas,75202.0,32.8212514460356,-96.70523264924094,1.8,34,233374,2257,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,90.87318835744308,90.6780631458088,Deal_Hunter,prop_03064,STORM_DFW_20260122
3777,B,81.0,0.06160000000000001,4403 Main St,Dallas,75249.0,32.72469177482777,-96.67578950406363,1.8,33,251473,2515,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,63.603151473811046,67.71344411960848,Deal_Hunter,prop_03403,STORM_DFW_20260122
3778,B,81.0,0.06160000000000001,2429 Main St,Dallas,75202.0,32.887075488356004,-96.91959402718292,1.8,38,246397,1106,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,88.95716732746695,79.68252280070165,Deal_Hunter,prop_01429,STORM_DFW_20260122
3779,B,81.0,0.06160000000000001,4244 Main St,Dallas,75212.0,32.83734382885455,-96.84510181385556,1.8,38,201199,3859,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,71.89591680819804,67.76977153231232,Deal_Hunter,prop_03244,STORM_DFW_20260122
3780,B,81.0,0.06160000000000001,4247 Main St,Dallas,75241.0,32.75028742851023,-96.87019364808154,1.8,29,221698,3475,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,70.83087815005598,65.72124796669581,Proof_Seeker,prop_03247,STORM_DFW_20260122
3781,B,81.0,0.06160000000000001,4364 Main St,Dallas,75211.0,32.908420543835085,-96.79690845309364,1.8,40,200820,1606,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,71.39620709039869,65.42362206335255,Deal_Hunter,prop_03364,STORM_DFW_20260122
3782,B,81.0,0.06160000000000001,4217 Main St,Dallas,75202.0,32.62729764056572,-96.89245746029991,1.8,59,200288,3033,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,109.7307104946873,86.6476400518909,Family_Protector,prop_03217,STORM_DFW_20260122
3783,B,81.0,0.06160000000000001,4307 Main St,Dallas,75241.0,32.647314103317186,-96.84891736992358,1.8,36,223120,1386,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,81.65885165410839,74.89029003600477,Family_Protector,prop_03307,STORM_DFW_20260122
3784,B,81.0,0.06160000000000001,3686 Main St,Dallas,75223.0,32.66401051970015,-96.88493843737331,1.8,52,206077,1935,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,90.51634895387416,72.47801524692981,Deal_Hunter,prop_02686,STORM_DFW_20260122
3785,B,81.0,0.06160000000000001,4502 Main St,Dallas,75243.0,32.92587136997108,-96.75358400678545,1.8,52,200409,4324,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,100.34274747729708,73.2483134313738,Family_Protector,prop_03502,STORM_DFW_20260122
3786,B,81.0,0.06160000000000001,1805 Main St,Dallas,75211.0,32.84763327068742,-96.920559670707,1.8,60,213806,4592,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,103.60613409242713,76.50047545695267,Proof_Seeker,prop_00805,STORM_DFW_20260122
3787,B,81.0,0.06160000000000001,1808 Main St,Dallas,75227.0,32.76195181142124,-96.89245470414879,1.8,34,212176,2033,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,90.7850318230062,77.56995452446212,Status_Conscious,prop_00808,STORM_DFW_20260122
3788,B,81.0,0.06160000000000001,1094 Main St,Dallas,75220.0,32.857990153986364,-96.82810621235053,1.8,57,205910,2987,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,97.09663711086326,72.40318551713712,Status_Conscious,prop_00094,STORM_DFW_20260122
3789,B,81.0,0.06160000000000001,4922 Main St,Dallas,75226.0,32.86168939488681,-96.91161839753772,1.8,60,238066,3159,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,103.07373336951837,75.43258188389832,Status_Conscious,prop_03922,STORM_DFW_20260122
3790,B,81.0,0.06160000000000001,2498 Main St,Dallas,75209.0,32.74063573405377,-96.65177316081004,1.8,71,204565,1249,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,94.43557975832604,84.80471449014622,Proof_Seeker,prop_01498,STORM_DFW_20260122
3791,B,81.0,0.06160000000000001,2501 Main St,Dallas,75248.0,32.770454563288915,-96.84063553735142,1.8,53,244107,1415,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,72.13461802401677,55.97518665949978,Proof_Seeker,prop_01501,STORM_DFW_20260122
3792,B,81.0,0.06160000000000001,2438 Main St,Dallas,75216.0,32.687256035636885,-96.94175053580378,1.8,41,296124,3340,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,95.93692404935452,79.28230811464887,Status_Conscious,prop_01438,STORM_DFW_20260122
3793,B,81.0,0.06160000000000001,1091 Main St,Dallas,75241.0,32.840673436166895,-96.92321591461064,1.8,47,227860,1625,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,71.39245595522203,54.65478489939239,Proof_Seeker,prop_00091,STORM_DFW_20260122
3794,B,81.0,0.06160000000000001,1247 Main St,Dallas,75210.0,32.9166964457131,-96.70725260866857,1.8,56,202087,3048,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,69.13196847053776,62.69033305340616,Deal_Hunter,prop_00247,STORM_DFW_20260122
3795,B,81.0,0.06160000000000001,4292 Main St,Dallas,75227.0,32.74352148169366,-96.84594568956585,1.8,45,296038,1825,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,94.67462277300318,84.8081514518957,Status_Conscious,prop_03292,STORM_DFW_20260122
3796,B,80.8,0.064925,3782 Main St,Dallas,75230.0,32.921057758749235,-96.66655338786686,1.8,35,150157,3053,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,70.15944445549071,60.71990257002747,Proof_Seeker,prop_02782,STORM_DFW_20260122
3797,B,80.8,0.064925,4298 Main St,Dallas,75218.0,32.739340678539946,-96.8831449741885,1.8,52,175704,2989,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,89.1336313839132,86.11811582951637,Status_Conscious,prop_03298,STORM_DFW_20260122
3798,B,80.8,0.064925,4295 Main St,Dallas,75253.0,32.646669418374266,-96.9234985346714,1.8,55,143110,1549,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,72.31578700294739,63.57790662016754,Family_Protector,prop_03295,STORM_DFW_20260122
3799,B,80.8,0.064925,4754 Main St,Dallas,75211.0,32.708189954382306,-96.67886774367142,1.8,60,178599,2515,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,88.64753098594109,72.95843680876489,Family_Protector,prop_03754,STORM_DFW_20260122
3800,B,80.8,0.064925,2948 Main St,Dallas,75208.0,32.72515782608279,-96.75947253419403,1.8,43,175115,2142,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,89.1088125823573,85.99139085355203,Proof_Seeker,prop_01948,STORM_DFW_20260122
3801,B,80.8,0.064925,4916 Main St,Dallas,75207.0,32.845211256301894,-96.72766910509893,1.8,61,190818,4459,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,85.7729954302196,80.91040877031288,Proof_Seeker,prop_03916,STORM_DFW_20260122
3802,B,80.8,0.064925,3779 Main St,Dallas,75202.0,32.68945563962237,-96.93535611565646,1.8,33,181749,3398,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,69.3138091057122,71.72066964712657,Proof_Seeker,prop_02779,STORM_DFW_20260122
3803,B,80.8,0.064925,3680 Main St,Dallas,75227.0,32.70697780301839,-96.71682998175223,1.8,56,126239,3303,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,99.8968641251484,73.18683179330827,Family_Protector,prop_02680,STORM_DFW_20260122
3804,B,80.8,0.064925,1295 Main St,Dallas,75202.0,32.78337297801644,-96.76396762338912,1.8,63,162973,2987,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,65.81992072351923,58.90166259342711,Proof_Seeker,prop_00295,STORM_DFW_20260122
3805,B,80.8,0.064925,4214 Main St,Dallas,75229.0,32.69557944822619,-96.80142331875582,1.8,57,182639,3153,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,91.69172191943046,72.07658227855626,Status_Conscious,prop_03214,STORM_DFW_20260122
3806,B,80.8,0.064925,3548 Main St,Dallas,75227.0,32.74883194673769,-96.6491503604954,1.8,33,192975,3232,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,64.4299938572119,66.77561573951009,Proof_Seeker,prop_02548,STORM_DFW_20260122
3807,B,80.8,0.064925,2618 Main St,Dallas,75217.0,32.794035025211,-96.66837097363835,1.8,51,177646,3152,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,92.54347506701028,76.77163038761604,Proof_Seeker,prop_01618,STORM_DFW_20260122
3808,B,80.8,0.064925,2525 Main St,Dallas,75210.0,32.70373297031615,-96.7539713151448,1.8,62,195286,2286,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,97.93075944395343,77.19364493703209,Status_Conscious,prop_01525,STORM_DFW_20260122
3809,B,80.8,0.064925,1001 Main St,Dallas,75230.0,32.911914291922976,-96.88812628498815,1.8,52,171860,1104,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,70.85788076597296,63.129420583402776,Proof_Seeker,prop_00001,STORM_DFW_20260122
3810,B,80.8,0.064925,2510 Main St,Dallas,75218.0,32.870595721614826,-96.89637516848053,1.8,47,195829,2894,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,101.14811168249491,82.26576879225883,Family_Protector,prop_01510,STORM_DFW_20260122
3811,B,80.8,0.064925,3545 Main St,Dallas,75249.0,32.77298834290016,-96.64863072299464,1.8,42,166779,2317,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,73.16705412081093,57.16568792964621,Family_Protector,prop_02545,STORM_DFW_20260122
3812,B,80.8,0.064925,2558 Main St,Dallas,75209.0,32.87865839086001,-96.81567048350355,1.8,28,177728,3641,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,75.33968137667524,69.32425499281256,Family_Protector,prop_01558,STORM_DFW_20260122
3813,B,80.8,0.064925,2564 Main St,Dallas,75227.0,32.8734842955541,-96.68457690510303,1.8,52,179855,3511,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,101.82205474288222,79.93105968517055,Proof_Seeker,prop_01564,STORM_DFW_20260122
3814,B,80.8,0.064925,3275 Main St,Dallas,75214.0,32.806895319964504,-96.66960241712532,1.8,51,173938,2972,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,95.88016120863996,75.95835157540103,Family_Protector,prop_02275,STORM_DFW_20260122
3815,B,80.8,0.064925,5033 Main St,Dallas,75227.0,32.92447453864633,-96.76987216906763,1.8,47,196194,3058,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,100.4698168320425,82.57771934199482,Proof_Seeker,prop_04033,STORM_DFW_20260122
3816,B,80.8,0.064925,3176 Main St,Dallas,75223.0,32.71048282653632,-96.72460738749477,1.8,26,197502,2177,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,63.13064538040889,55.7848103996718,Family_Protector,prop_02176,STORM_DFW_20260122
3817,B,80.8,0.064925,4385 Main St,Dallas,75208.0,32.89045573178037,-96.74446103424667,1.8,43,180158,1416,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,76.78551450601343,58.466275418638034,Status_Conscious,prop_03385,STORM_DFW_20260122
3818,B,80.8,0.064925,4112 Main St,Dallas,75238.0,32.84091581701344,-96.85601569218036,1.8,67,188079,2329,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,74.17468592849671,64.90149118287538,Proof_Seeker,prop_03112,STORM_DFW_20260122
3819,B,80.8,0.064925,3956 Main St,Dallas,75206.0,32.845394318496744,-96.79150282308805,1.8,26,167223,3030,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,72.48575044188074,57.82195333352416,Deal_Hunter,prop_02956,STORM_DFW_20260122
3820,B,80.8,0.064925,2735 Main St,Dallas,75241.0,32.89268126457214,-96.72721619022788,1.8,61,198530,2992,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,89.03083700761867,80.93492878088638,Family_Protector,prop_01735,STORM_DFW_20260122
3821,B,80.8,0.064925,4847 Main St,Dallas,75220.0,32.79535664331936,-96.93764752726642,1.8,37,155712,3222,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,72.20372043032967,55.67304847242888,Status_Conscious,prop_03847,STORM_DFW_20260122
3822,B,80.8,0.064925,2810 Main St,Dallas,75241.0,32.8247908159104,-96.7058919644368,1.8,65,178022,2609,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,90.89004024347405,78.34782046540688,Status_Conscious,prop_01810,STORM_DFW_20260122
3823,B,80.8,0.064925,3995 Main St,Dallas,75254.0,32.88628872767267,-96.78447190401769,1.8,48,166845,3527,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,93.11040944783018,78.15141738639119,Status_Conscious,prop_02995,STORM_DFW_20260122
3824,B,80.8,0.064925,4010 Main St,Dallas,75249.0,32.7913575995232,-96.81010495383471,1.8,73,177416,3117,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,64.70763482126877,69.17507021331866,Proof_Seeker,prop_03010,STORM_DFW_20260122
3825,B,80.8,0.064925,2015 Main St,Dallas,75241.0,32.9042744952247,-96.76453658697007,1.8,66,156717,2372,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,104.33481554962012,72.08786241391283,Family_Protector,prop_01015,STORM_DFW_20260122
3826,B,80.8,0.064925,4799 Main St,Dallas,75218.0,32.79709228919482,-96.9156559049738,1.8,55,188090,1770,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,104.34088315761934,72.92312307598377,Status_Conscious,prop_03799,STORM_DFW_20260122
3827,B,80.8,0.064925,5075 Main St,Dallas,75224.0,32.79930775193873,-96.72433969726366,1.8,23,197495,2861,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,65.46527130230382,65.61624171430647,Proof_Seeker,prop_04075,STORM_DFW_20260122
3828,B,80.8,0.064925,3869 Main St,Dallas,75209.0,32.73261511748009,-96.89212312221137,1.8,56,194209,1854,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,99.17437119106204,78.8184523248419,Family_Protector,prop_02869,STORM_DFW_20260122
3829,B,80.8,0.064925,4700 Main St,Dallas,75220.0,32.810139083367694,-96.77389387949283,1.8,33,134985,2727,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,70.06949111760657,54.14587587978628,Proof_Seeker,prop_03700,STORM_DFW_20260122
3830,B,80.8,0.064925,2864 Main St,Dallas,75204.0,32.92210092185735,-96.8754988368116,1.8,48,139545,2487,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,64.09839884752022,64.01406039019501,Deal_Hunter,prop_01864,STORM_DFW_20260122
3831,B,80.8,0.064925,4619 Main St,Dallas,75230.0,32.679236942039104,-96.77695816849686,1.8,48,151832,3169,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,102.41710601914484,87.67937625668617,Proof_Seeker,prop_03619,STORM_DFW_20260122
3832,B,80.8,0.064925,1232 Main St,Dallas,75241.0,32.79977116538791,-96.80447303813996,1.8,47,178412,1120,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,63.21675442792522,63.97352660061295,Proof_Seeker,prop_00232,STORM_DFW_20260122
3833,B,80.8,0.064925,1226 Main St,Dallas,75229.0,32.91860316642573,-96.87592280183098,1.8,42,174216,3476,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,89.7509340737038,84.03396541197804,Family_Protector,prop_00226,STORM_DFW_20260122
3834,B,80.8,0.064925,4859 Main St,Dallas,75229.0,32.87679320314255,-96.78145137993975,1.8,55,175943,3833,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,98.61621669692823,82.78314506490293,Status_Conscious,prop_03859,STORM_DFW_20260122
3835,B,80.8,0.064925,3329 Main St,Dallas,75253.0,32.64204061443263,-96.69451536207265,1.8,44,123840,3161,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,69.62581944352084,62.28906214584874,Deal_Hunter,prop_02329,STORM_DFW_20260122
3836,B,80.8,0.064925,3380 Main St,Dallas,75212.0,32.87342671210048,-96.68248730910842,1.8,44,157891,1936,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,93.80575189763668,81.32719323704634,Family_Protector,prop_02380,STORM_DFW_20260122
3837,B,80.8,0.064925,3599 Main St,Dallas,75206.0,32.6668485088999,-96.78895485018488,1.8,48,194853,3104,home_pride,45,0,PRIORITY_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,87.78837350286379,85.86560477163843,Status_Conscious,prop_02599,STORM_DFW_20260122
3838,B,80.5,0.05670000000000001,2503 Main St,Dallas,75212.0,32.729074348287845,-96.87130317672087,2.5,3,436529,3394,joneses,70,1,PRIORITY_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,108.0472863349666,73.0020702806307,Family_Protector,prop_01503,STORM_DFW_20260115
3839,B,80.5,0.05670000000000001,1414 Main St,Dallas,75253.0,32.81625116365094,-96.87243805372177,2.5,4,425516,3605,joneses,70,1,PRIORITY_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,106.13736086845684,73.6215097271131,Status_Conscious,prop_00414,STORM_DFW_20260115
3840,B,80.5,0.05670000000000001,2885 Main St,Dallas,75237.0,32.76516724232594,-96.80967061618875,1.8,13,363962,1672,joneses,70,1,PRIORITY_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,74.6677163803097,61.12881211529213,Status_Conscious,prop_01885,STORM_DFW_20260122
3841,B,80.5,0.05670000000000001,3565 Main St,Dallas,75226.0,32.71528714821438,-96.67527296280906,2.5,4,486462,3347,joneses,70,1,PRIORITY_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,109.45735966051856,75.6968636338619,Status_Conscious,prop_02565,STORM_DFW_20260115
3842,B,80.5,0.05670000000000001,4835 Main St,Dallas,75235.0,32.717685767254785,-96.91730941297739,1.8,14,394635,2045,joneses,70,1,PRIORITY_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,104.11816476770444,76.94761745281649,Status_Conscious,prop_03835,STORM_DFW_20260122
3843,B,80.0,0.060500000000000005,3086 Main St,Dallas,75237.0,32.65834210998699,-96.68668305415846,1.8,16,371815,1960,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,84.20361893337228,61.19338524171206,Proof_Seeker,prop_02086,STORM_DFW_20260122
3844,B,80.0,0.060500000000000005,5042 Main St,Dallas,75217.0,32.767004363745464,-96.9396719351178,1.8,17,360362,2106,none,20,0,PRIORITY_OUTREACH,,No recent permit activity nearby,80.33189151195714,54.84851968854316,Family_Protector,prop_04042,STORM_DFW_20260122
